Active?,Calculation4,Country,Dt Customer,Education,ID,Marital Status,Num Web Visits Month,Year Birth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Calculation1,Calculation2,Camp 1 %,Camp 2 %,Camp 3%,Camp 4 %,CAmp 5 %,color,Complain,F1,Income,Kidhome,Mnt Fish Products,Mnt Fruits,Mnt Gold Prods,Mnt Meat Products,Mnt Sweet Products,Mnt Wines,Num Catalog Purchases,Num Deals Purchases,Num Store Purchases,Num Web Purchases,Recency,Response,Teenhome
Active,okay,Spain,23-04-2013,PhD,7999,Together,2,1955,0,0,0,1,1,0.000642992,1,0,0,0,0.000446429,0.000446429,col,0,402,75261,0,23,17,17,413,34,1239,6,1,5,5,17,1,0
Active,okay,Australia,15-04-2013,Bachelor's Degree,11101,Together,4,1991,0,0,0,0,1,0.000767984,1,0,0,0,0,0.000446429,col,0,403,89891,0,59,22,183,132,28,412,6,1,8,11,17,0,0
Active,okay,Spain,14-02-2013,Master,9212,Married,7,1962,0,0,0,0,0,0.000622206,1,0,0,0,0,0,col,0,404,72828,0,19,0,205,235,14,1205,3,6,13,6,17,0,1
Active,okay,Saudi Arabia,29-01-2013,Bachelor's Degree,10983,Together,3,1952,0,0,0,0,0,0.000643138,1,0,0,0,0,0,col,0,405,75278,0,150,98,74,230,74,304,3,1,13,6,17,0,0
Active,okay,Canada,19-12-2012,Bachelor's Degree,3629,Single,7,1978,0,0,0,0,0,0.000329412,1,0,0,0,0,0,col,0,406,38557,1,4,3,27,31,4,76,1,2,3,3,17,0,0
Active,okay,Spain,30-10-2012,PhD,4673,Married,5,1963,1,0,0,0,0,0.000694587,1,0.000446429,0,0,0,0,col,0,407,81300,0,32,12,36,145,12,1004,3,3,5,10,17,1,1
Active,okay,Canada,23-10-2012,2n Cycle,796,Divorced,8,1965,0,0,0,0,0,0.000513986,1,0,0,0,0,0,col,0,408,60161,0,46,44,177,212,8,584,4,3,8,11,17,0,1
Active,okay,Australia,28-09-2012,PhD,618,Married,4,1977,0,0,0,0,0,0.000592825,1,0,0,0,0,0,col,0,409,69389,0,69,7,15,238,46,422,2,1,12,7,17,0,1
Active,okay,Saudi Arabia,10-09-2012,Bachelor's Degree,380,Divorced,8,1954,0,0,1,0,0,0.000551030,1,0,0,0.000446429,0,0,col,0,410,64497,0,42,48,192,320,32,1170,4,5,9,11,17,1,1
Active,okay,India,11-08-2012,Bachelor's Degree,1092,Married,7,1980,0,0,0,0,0,0.000521273,1,0,0,0,0,0,col,0,411,61014,0,182,129,29,495,43,269,3,4,4,9,17,0,1
Active,okay,Saudi Arabia,17-04-2014,Master,8962,Married,5,1975,0,0,0,0,0,0.000378639,1,0,0,0,0,0,col,0,412,44319,1,0,0,3,8,0,26,0,2,3,2,18,0,1
Active,okay,Canada,18-03-2014,2n Cycle,8207,Married,4,1957,0,0,0,0,0,0.000454796,1,0,0,0,0,0,col,0,413,53233,0,3,0,0,9,0,28,0,1,3,1,18,0,1
Active,okay,Saudi Arabia,18-03-2014,Bachelor's Degree,6521,Together,1,1954,0,0,0,0,0,0.000666154,1,0,0,0,0,0,col,0,414,77972,0,33,22,12,319,102,613,6,1,9,4,18,0,0
Active,okay,Germany,25-02-2014,Bachelor's Degree,535,Divorced,1,1987,0,0,0,0,0,0.000695108,1,0,0,0,0,0,col,0,415,81361,0,27,23,76,424,65,163,10,1,13,3,18,0,0
Active,okay,Saudi Arabia,25-02-2014,Bachelor's Degree,4608,Divorced,1,1987,0,0,0,0,0,0.000695108,1,0,0,0,0,0,col,0,416,81361,0,27,23,76,424,65,163,10,1,13,3,18,1,0
Active,okay,Spain,18-01-2014,Basic,11086,Single,7,1984,0,0,0,0,0,0.000219628,1,0,0,0,0,0,col,0,417,25707,1,3,6,3,2,6,1,0,1,3,1,18,0,0
Active,okay,Spain,11-12-2013,PhD,1064,Married,8,1971,0,0,0,0,0,0.000362270,1,0,0,0,0,0,col,0,418,42403,1,0,1,3,11,5,22,0,1,3,1,18,0,0
Active,okay,Germany,13-10-2013,2n Cycle,7000,Single,1,1972,0,0,0,0,0,0.000561342,1,0,0,0,0,0,col,0,419,65704,0,38,172,246,74,8,279,10,1,10,2,18,0,0
Active,okay,Spain,10-10-2013,Bachelor's Degree,1581,Married,8,1980,0,0,0,0,0,0.000319578,1,0,0,0,0,0,col,0,420,37406,1,2,0,3,8,2,2,0,1,2,1,18,1,0
Active,okay,Spain,21-07-2013,Master,7384,Together,8,1951,0,0,0,0,0,0.000339749,1,0,0,0,0,0,col,0,421,39767,0,34,61,47,204,26,113,1,2,7,7,18,0,0
Active,okay,Spain,20-05-2013,2n Cycle,10552,Married,5,1979,0,0,0,0,0,0.000463143,1,0,0,0,0,0,col,0,422,54210,0,80,54,45,109,9,70,1,2,7,4,18,0,1
Active,okay,Saudi Arabia,18-05-2013,Bachelor's Degree,6409,Divorced,6,1967,0,0,0,0,0,0.000488141,1,0,0,0,0,0,col,0,423,57136,0,34,140,127,599,12,267,5,1,7,7,18,1,0
Active,okay,Spain,07-04-2013,Bachelor's Degree,9507,Married,7,1975,0,0,0,0,0,0.000348524,1,0,0,0,0,0,col,0,424,40794,0,4,23,50,73,23,261,3,2,5,6,18,0,1
Active,okay,Spain,03-03-2013,Bachelor's Degree,9560,Together,3,1965,0,0,0,0,1,0.000709136,1,0,0,0,0,0.000446429,col,0,425,83003,0,40,61,122,570,25,856,6,1,8,7,18,1,0
Active,okay,Canada,07-12-2012,Master,10991,Married,2,1960,0,0,0,0,0,0.000760867,1,0,0,0,0,0,col,0,426,89058,0,31,194,43,106,22,454,4,1,4,5,18,0,0
Active,okay,Spain,28-11-2012,2n Cycle,4712,Together,4,1991,0,0,0,0,0,0.000172519,1,0,0,0,0,0,col,0,427,20193,0,24,8,9,22,11,8,1,1,4,1,18,0,0
Active,okay,Spain,27-10-2012,Bachelor's Degree,11056,Married,1,1974,0,0,0,0,0,0.000615978,1,0,0,0,0,0,col,0,428,72099,0,119,91,22,410,0,546,4,1,10,3,18,0,0
Active,okay,Spain,15-09-2012,Bachelor's Degree,7414,Married,8,1971,0,0,0,0,0,0.000374410,1,0,0,0,0,0,col,0,429,43824,1,12,1,32,42,3,96,1,4,4,3,18,0,1
Active,okay,Australia,07-09-2012,Bachelor's Degree,3076,Together,3,1975,0,0,0,0,0,0.000569450,1,0,0,0,0,0,col,0,430,66653,1,16,18,6,102,18,452,2,4,12,4,18,0,1
Active,okay,Spain,17-06-2014,Bachelor's Degree,6355,Married,3,1978,0,0,0,0,0,0.000378981,1,0,0,0,0,0,col,0,431,44359,1,7,0,1,14,3,20,0,3,4,2,19,0,1
Active,okay,Spain,29-05-2014,Bachelor's Degree,7959,Married,1,1961,0,0,0,0,0,0.000678439,1,0,0,0,0,0,col,0,432,79410,0,123,80,13,483,13,658,2,1,5,3,19,0,0
Active,okay,Spain,23-05-2014,Master,5512,Married,5,1977,0,0,0,0,0,0.000477086,1,0,0,0,0,0,col,0,433,55842,0,0,0,24,39,4,451,1,1,8,7,19,0,1
Active,okay,Saudi Arabia,12-05-2014,Bachelor's Degree,10102,Widow,3,1966,0,0,0,0,0,0.000683019,1,0,0,0,0,0,col,0,434,79946,0,166,183,28,565,141,395,11,1,5,5,19,0,0
Active,okay,Germany,19-03-2014,2n Cycle,9369,Single,5,1979,1,0,1,0,0,0.000753485,1,0.000446429,0,0.000446429,0,0,col,0,435,88194,0,201,14,38,309,24,688,10,1,10,11,19,1,1
Active,okay,Spain,01-03-2014,Master,3711,Married,3,1944,1,0,0,0,1,0.000685052,1,0.000446429,0,0,0,0.000446429,col,0,436,80184,0,25,134,0,670,38,1035,3,1,10,6,19,0,0
Active,okay,Spain,15-02-2014,Bachelor's Degree,6931,Divorced,4,1967,0,0,0,0,1,0.000657696,1,0,0,0,0,0.000446429,col,0,437,76982,0,65,151,30,292,60,464,3,1,4,8,19,1,0
Active,okay,USA,23-12-2013,PhD,9596,Single,2,1980,0,0,0,0,0,0.000557848,1,0,0,0,0,0,col,0,438,65295,0,34,32,6,117,110,365,3,1,13,3,19,0,0
Active,okay,Saudi Arabia,04-12-2013,Bachelor's Degree,2727,Together,3,1973,0,0,0,0,0,0.000487834,1,0,0,0,0,0,col,0,439,57100,0,39,21,96,69,3,181,3,1,6,3,19,0,0
Active,okay,USA,29-11-2013,Bachelor's Degree,8416,Married,6,1981,0,0,0,0,0,0.000247838,1,0,0,0,0,0,col,0,440,29009,1,10,6,2,15,5,6,0,2,3,2,19,0,0
Active,okay,Canada,25-10-2013,PhD,3967,Married,1,1971,0,0,0,0,0,0.000674347,1,0,0,0,0,0,col,0,441,78931,0,58,197,35,170,152,331,8,1,13,2,19,0,0
Active,okay,Australia,02-10-2013,Master,2139,Married,5,1975,0,0,0,0,0,6.407625286e-05,1,0,0,0,0,0,col,0,442,7500,1,3,1,12,10,2,3,0,3,3,2,19,0,0
Active,okay,Spain,18-09-2013,Bachelor's Degree,2162,Married,3,1976,0,0,0,0,0,0.000486458,1,0,0,0,0,0,col,0,443,56939,0,90,34,49,103,29,256,3,2,10,3,19,0,1
Active,okay,Saudi Arabia,17-08-2013,Bachelor's Degree,9242,Single,4,1990,0,0,1,0,0,0.000551133,1,0,0,0.000446429,0,0,col,0,444,64509,0,24,185,77,575,25,836,3,1,9,6,19,1,0
Active,okay,Spain,08-07-2013,Bachelor's Degree,10595,Married,7,1990,0,0,0,0,0,0.000257100,1,0,0,0,0,0,col,0,445,30093,0,13,6,16,28,4,2,0,1,3,2,19,0,0
Active,okay,USA,06-06-2013,PhD,4855,Together,9,1974,0,0,0,0,0,0.000259304,1,0,0,0,0,0,col,0,446,30351,1,3,0,2,24,3,14,0,1,2,3,19,1,0
Active,okay,Spain,06-06-2013,PhD,5049,Together,9,1974,0,0,0,0,0,0.000259304,1,0,0,0,0,0,col,0,447,30351,1,3,0,2,24,3,14,0,1,2,3,19,0,0
Active,okay,Saudi Arabia,29-03-2013,PhD,4967,Together,8,1960,0,0,0,0,0,0.000326370,1,0,0,0,0,0,col,0,448,38201,0,0,0,12,23,0,233,1,4,5,5,19,0,1
Active,okay,Australia,20-02-2013,Bachelor's Degree,5255,Single,1,1986,0,0,0,0,0,0.000450413,1,0,0,0,0,0,col,0,449,52720,1,3,1,362,3,263,5,0,0,0,27,19,0,0
Active,okay,Canada,12-12-2012,PhD,9215,Married,7,1980,0,0,0,0,0,0.000375692,1,0,0,0,0,0,col,0,450,43974,1,0,0,72,101,0,378,4,5,6,6,19,0,0
Active,okay,Spain,07-12-2012,Bachelor's Degree,3525,Together,7,1970,0,0,0,0,0,0.000326362,1,0,0,0,0,0,col,0,451,38200,1,0,0,1,4,0,12,0,1,2,1,19,0,1
Active,okay,Australia,23-09-2012,2n Cycle,3619,Divorced,2,1960,0,0,0,0,1,0.000745890,1,0,0,0,0,0.000446429,col,0,452,87305,0,63,25,80,501,138,345,3,1,8,5,19,1,0
Active,okay,Spain,12-09-2012,Bachelor's Degree,4415,Married,7,1961,0,0,0,0,0,0.000144043,1,0,0,0,0,0,col,0,453,16860,1,3,4,14,4,3,10,1,3,3,1,19,0,1
Active,okay,Spain,30-08-2012,PhD,3645,Single,8,1972,0,0,0,0,0,0.000232494,1,0,0,0,0,0,col,0,454,27213,1,10,3,3,26,9,19,0,3,4,2,19,1,0
Active,okay,Australia,01-08-2012,Bachelor's Degree,4692,Married,9,1976,0,0,1,0,0,6.407625286e-05,1,0,0,0.000446429,0,0,col,0,455,7500,1,13,0,32,12,7,7,1,5,2,4,19,1,0
Active,okay,Saudi Arabia,22-06-2014,Bachelor's Degree,3955,Divorced,14,1965,0,0,0,0,0,4.152995535e-05,1,0,0,0,0,0,col,0,456,4861,0,1,1,1,1,0,2,0,0,0,0,20,0,0
Active,okay,Spain,18-04-2014,Master,5313,Married,5,1971,0,0,0,0,0,0.000326328,1,0,0,0,0,0,col,0,457,38196,1,0,0,3,11,0,30,0,3,4,2,20,0,1
Active,okay,Canada,08-02-2014,PhD,7196,Married,3,1950,0,0,0,0,0,0.000351522,1,0,0,0,0,0,col,0,458,41145,1,0,0,1,3,0,9,0,1,3,0,20,0,1
Active,okay,Spain,28-01-2014,PhD,1381,Single,8,1982,0,0,0,0,0,0.000329036,1,0,0,0,0,0,col,0,459,38513,1,16,3,18,115,0,172,1,5,5,6,20,1,0
Active,okay,Spain,25-01-2014,Bachelor's Degree,10951,Married,4,1968,0,0,0,1,0,0.000390335,1,0,0,0,0.000446429,0,col,0,460,45688,0,0,0,9,18,0,279,1,2,8,3,20,0,1
Active,okay,Spain,27-11-2013,PhD,4322,Together,2,1958,0,0,0,0,0,0.000665223,1,0,0,0,0,0,col,0,461,77863,0,16,38,12,319,25,881,5,1,10,4,20,0,0
Active,okay,Spain,19-10-2013,Master,7444,Married,8,1969,0,0,0,0,0,0.000360271,1,0,0,0,0,0,col,0,462,42169,1,0,0,2,9,0,19,0,2,3,1,20,0,1
Active,okay,Spain,07-05-2013,Bachelor's Degree,2942,Single,5,1964,0,0,1,0,0,0.000392198,1,0,0,0.000446429,0,0,col,0,463,45906,0,4,3,144,27,3,305,4,2,4,5,20,0,1
Active,okay,Saudi Arabia,07-03-2013,2n Cycle,2874,Divorced,7,1988,0,0,0,0,0,0.000302337,1,0,0,0,0,0,col,0,464,35388,1,4,4,8,7,3,6,0,1,3,1,20,0,0
Active,okay,Germany,28-02-2013,Bachelor's Degree,3667,Married,8,1969,1,0,0,1,1,0.000691613,1,0.000446429,0,0,0.000446429,0.000446429,col,0,465,80952,0,41,178,44,689,27,778,5,1,11,8,20,1,0
Active,okay,Canada,12-02-2013,Bachelor's Degree,3697,Together,7,1954,0,0,0,0,0,0.000340869,1,0,0,0,0,0,col,0,466,39898,0,12,8,12,26,7,69,0,2,4,3,20,0,1
Active,okay,Spain,12-02-2013,Bachelor's Degree,9955,Together,7,1954,0,0,0,0,0,0.000340869,1,0,0,0,0,0,col,0,467,39898,0,12,8,12,26,7,69,0,2,4,3,20,0,1
Active,okay,Saudi Arabia,29-01-2013,Master,5320,Divorced,6,1973,0,0,0,0,0,0.000376350,1,0,0,0,0,0,col,0,468,44051,1,6,7,18,58,3,79,1,4,4,3,20,1,1
Active,okay,India,17-01-2013,Bachelor's Degree,6422,Married,2,1954,0,0,0,0,0,0.000740875,1,0,0,0,0,0,col,0,469,86718,0,50,189,172,482,33,344,6,1,5,5,20,0,0
Active,okay,Spain,11-01-2013,Master,3690,Married,6,1986,0,0,0,0,1,0.000684685,1,0,0,0,0,0.000446429,col,0,470,80141,0,52,102,40,673,40,1184,4,1,10,7,20,1,0
Active,okay,India,20-11-2012,Bachelor's Degree,2408,Married,7,1976,0,0,0,0,0,0.000500623,1,0,0,0,0,0,col,0,471,58597,1,10,0,21,184,28,490,4,12,9,7,20,0,1
Active,okay,Canada,05-11-2012,PhD,9260,Married,6,1945,0,0,0,0,0,0.000601087,1,0,0,0,0,0,col,0,472,70356,0,43,16,33,249,16,1349,6,2,9,10,20,0,0
Active,okay,Spain,03-11-2012,Bachelor's Degree,9648,Single,8,1967,0,0,0,0,0,0.000400724,1,0,0,0,0,0,col,0,473,46904,1,0,4,31,56,9,153,1,4,4,5,20,0,1
Active,okay,USA,31-08-2012,Bachelor's Degree,4939,Together,7,1946,0,0,0,0,0,0.000322603,1,0,0,0,0,0,col,0,474,37760,0,150,5,28,38,12,84,1,2,6,4,20,0,0
Active,okay,Saudi Arabia,31-08-2012,Bachelor's Degree,8652,Together,7,1946,0,0,0,0,0,0.000322603,1,0,0,0,0,0,col,0,475,37760,0,150,5,28,38,12,84,1,2,6,4,20,0,0
Active,okay,Spain,12-08-2012,Bachelor's Degree,4702,Single,8,1964,0,0,0,0,0,0.000528322,1,0,0,0,0,0,col,0,476,61839,0,224,155,120,379,17,1000,8,1,4,4,20,0,0
Lapsed,okay,Australia,15-05-2014,PhD,2587,Married,5,1972,0,0,0,0,0,0.000254519,1,0,0,0,0,0,col,0,477,29791,1,0,0,0,6,0,14,0,2,3,2,21,0,0
Lapsed,okay,Spain,12-04-2014,PhD,2811,Single,4,1963,0,0,0,0,0,0.000417931,1,0,0,0,0,0,col,0,478,48918,1,0,0,1,9,0,52,0,2,4,1,21,0,1
Lapsed,okay,Spain,12-04-2014,PhD,9150,Single,4,1963,0,0,0,0,0,0.000417931,1,0,0,0,0,0,col,0,479,48918,1,0,0,1,9,0,52,0,2,4,1,21,0,1
Lapsed,okay,Canada,06-04-2014,Bachelor's Degree,10127,Married,7,1965,0,0,0,0,0,0.000501435,1,0,0,0,0,0,col,0,480,58692,0,4,11,11,61,7,301,2,1,4,8,21,0,1
Lapsed,okay,Spain,19-03-2014,Bachelor's Degree,5493,Married,6,1976,0,0,1,0,0,0.000336238,1,0,0,0.000446429,0,0,col,0,481,39356,1,0,0,6,2,0,15,0,1,2,1,21,0,1
Lapsed,okay,Canada,06-02-2014,Master,2666,Married,3,1972,0,0,0,1,0,0.000651305,1,0,0,0,0.000446429,0,col,0,482,76234,0,130,50,41,167,0,519,3,1,11,8,21,0,1
Lapsed,okay,Saudi Arabia,05-10-2013,Bachelor's Degree,10099,Married,4,1984,0,0,0,0,0,0.000473600,1,0,0,0,0,0,col,0,483,55434,1,169,115,76,215,69,238,3,3,13,5,21,0,0
Lapsed,okay,India,28-09-2013,Master,10562,Married,2,1946,0,0,0,0,0,0.000571005,1,0,0,0,0,0,col,0,484,66835,0,34,26,141,195,17,620,4,1,13,6,21,0,0
Lapsed,okay,Spain,28-09-2013,Master,7881,Married,2,1946,0,0,0,0,0,0.000571005,1,0,0,0,0,0,col,0,485,66835,0,34,26,141,195,17,620,4,1,13,6,21,0,0
Lapsed,okay,Canada,29-07-2013,Bachelor's Degree,6721,Married,3,1951,0,0,0,0,0,0.000614833,1,0,0,0,0,0,col,0,486,71965,0,50,19,248,286,38,572,3,3,5,6,21,0,1
Lapsed,okay,Spain,29-06-2013,Bachelor's Degree,5204,Together,3,1971,0,0,0,0,1,0.000636815,1,0,0,0,0,0.000446429,col,0,487,74538,0,110,98,28,733,112,380,8,1,5,8,21,1,0
Lapsed,okay,Saudi Arabia,17-06-2013,Bachelor's Degree,5209,Divorced,7,1954,0,0,0,0,0,0.000427192,1,0,0,0,0,0,col,0,488,50002,0,21,5,82,71,16,443,2,2,7,8,21,0,1
Lapsed,okay,Canada,08-06-2013,Bachelor's Degree,10128,Together,5,1958,0,0,0,0,0,0.000461153,1,0,0,0,0,0,col,0,489,53977,0,0,16,82,165,24,620,5,5,12,5,21,0,1
Lapsed,okay,Spain,08-06-2013,Bachelor's Degree,9284,Together,5,1958,0,0,0,0,0,0.000461153,1,0,0,0,0,0,col,0,490,53977,0,0,16,82,165,24,620,5,5,12,5,21,0,1
Lapsed,okay,India,26-05-2013,Bachelor's Degree,8643,Together,3,1971,0,0,0,0,0,0.000597447,1,0,0,0,0,0,col,0,491,69930,0,219,98,196,827,70,252,5,1,12,4,21,0,0
Lapsed,okay,Canada,17-03-2013,PhD,1685,Together,3,1967,0,0,0,1,0,0.000538078,1,0,0,0,0.000446429,0,col,0,492,62981,0,38,14,0,590,44,796,5,1,13,4,21,0,0
Lapsed,okay,Saudi Arabia,21-01-2013,Master,2877,Together,7,1974,0,0,0,0,0,0.000393121,1,0,0,0,0,0,col,0,493,46014,1,19,0,44,59,9,410,1,10,8,7,21,0,1
Lapsed,okay,Spain,08-11-2012,Bachelor's Degree,8369,Together,8,1987,0,0,0,0,0,0.000155722,1,0,0,0,0,0,col,0,494,18227,1,4,2,11,7,3,1,1,1,2,0,21,0,0
Lapsed,okay,Spain,07-09-2012,Bachelor's Degree,6233,Married,7,1976,0,0,0,0,0,0.000563794,1,0,0,0,0,0,col,0,495,65991,0,25,19,9,364,47,507,5,3,10,9,21,0,1
Lapsed,okay,Spain,26-08-2012,Bachelor's Degree,195,Single,8,1972,0,0,1,0,0,0.000331556,1,0,0,0.000446429,0,0,col,0,496,38808,1,3,17,30,52,19,125,1,4,4,5,21,1,0
Lapsed,okay,USA,04-08-2012,PhD,1501,Married,0,1982,0,0,0,0,0,0.001373820,1,0,0,0,0,0,col,0,497,160803,0,17,16,4,1622,3,55,28,15,1,0,21,0,0
Lapsed,okay,Canada,29-05-2014,Master,10846,Married,7,1978,0,0,1,0,0,0.000374060,1,0,0,0.000446429,0,0,col,0,498,43783,1,25,9,139,125,4,327,1,6,8,7,22,0,0
Lapsed,okay,Spain,30-04-2014,PhD,8341,Married,7,1969,0,0,1,0,0,0.000259688,1,0,0,0.000446429,0,0,col,0,499,30396,1,0,0,12,6,1,15,1,2,2,1,22,1,0
Lapsed,okay,Spain,11-04-2014,PhD,10766,Married,2,1964,0,0,0,0,0,0.000559821,1,0,0,0,0,0,col,0,500,65526,0,12,19,9,69,0,397,4,1,8,4,22,0,1
Lapsed,okay,Saudi Arabia,11-04-2014,PhD,9971,Married,2,1964,0,0,0,0,0,0.000559821,1,0,0,0,0,0,col,0,501,65526,0,12,19,9,69,0,397,4,1,8,4,22,0,1
Lapsed,okay,Spain,07-04-2014,Bachelor's Degree,1740,Married,4,1944,0,0,0,1,0,0.000478060,1,0,0,0,0.000446429,0,col,0,502,55956,0,50,38,38,104,9,760,3,2,4,7,22,0,0
Lapsed,okay,Spain,05-04-2014,Bachelor's Degree,8737,Divorced,3,1978,0,0,0,0,0,0.000474703,1,0,0,0,0,0,col,0,503,55563,0,2,1,2,9,0,29,0,1,3,2,22,0,1
Lapsed,okay,Spain,12-03-2014,PhD,6466,Married,3,1965,0,0,0,0,0,0.000488996,1,0,0,0,0,0,col,0,504,57236,1,2,0,4,9,1,105,1,3,4,2,22,0,1
Lapsed,okay,Australia,09-10-2013,Bachelor's Degree,10430,Divorced,5,1973,1,0,0,1,1,0.000766301,1,0.000446429,0,0,0.000446429,0.000446429,col,0,505,89694,1,37,28,42,211,28,1126,3,3,4,4,22,0,1
Lapsed,okay,USA,25-06-2013,Master,8773,Together,7,1971,0,0,0,1,0,0.000490568,1,0,0,0,0.000446429,0,col,0,506,57420,0,0,0,24,18,0,280,1,3,6,5,22,0,1
Lapsed,okay,Germany,13-04-2013,Bachelor's Degree,2371,Married,7,1972,0,0,0,0,0,0.000287250,1,0,0,0,0,0,col,0,507,33622,1,3,1,12,22,4,39,0,3,4,2,22,0,1
Lapsed,okay,Spain,13-02-2013,PhD,7786,Single,8,1986,0,0,0,0,0,0.000256296,1,0,0,0,0,0,col,0,508,29999,1,10,7,11,59,5,68,1,4,4,3,22,0,0
Lapsed,okay,Spain,06-12-2012,PhD,4088,Together,8,1962,0,0,0,0,0,0.000269095,1,0,0,0,0,0,col,0,509,31497,0,13,1,4,28,1,108,1,2,4,3,22,0,1
Lapsed,okay,Saudi Arabia,06-12-2012,PhD,4971,Together,8,1962,0,0,0,0,0,0.000269095,1,0,0,0,0,0,col,0,510,31497,0,13,1,4,28,1,108,1,2,4,3,22,0,1
Lapsed,okay,Spain,16-06-2014,PhD,10560,Single,5,1980,0,0,0,0,0,0.000314418,1,0,0,0,0,0,col,0,511,36802,1,0,1,1,2,0,16,0,1,3,1,23,0,0
Lapsed,okay,Spain,03-06-2014,Bachelor's Degree,6892,Divorced,8,1968,1,0,0,1,0,0.000526886,1,0.000446429,0,0,0.000446429,0,col,0,512,61671,0,0,7,28,56,0,641,4,8,6,10,23,0,1
Lapsed,okay,Saudi Arabia,17-05-2014,2n Cycle,11004,Single,4,1893,0,0,0,0,0,0.000514165,1,0,0,0,0,0,col,0,513,60182,0,7,0,2,5,0,8,0,1,2,1,23,0,1
Lapsed,okay,Canada,25-03-2014,PhD,1818,Together,9,1971,0,0,0,0,0,0.000254015,1,0,0,0,0,0,col,0,514,29732,1,0,0,4,8,1,25,0,1,2,2,23,0,0
Lapsed,okay,Saudi Arabia,10-03-2014,PhD,9485,Married,4,1986,0,0,0,0,0,0.000392326,1,0,0,0,0,0,col,0,515,45921,0,24,9,12,49,3,102,1,1,6,2,23,0,0
Lapsed,okay,Canada,01-03-2014,Bachelor's Degree,6646,Together,6,1984,0,0,0,0,0,0.000141216,1,0,0,0,0,0,col,0,516,16529,1,13,0,1,5,0,3,0,1,3,1,23,0,0
Lapsed,okay,Spain,17-02-2014,Master,4248,Single,1,1960,0,0,0,1,0,0.000843901,1,0,0,0,0.000446429,0,col,0,517,98777,0,125,19,38,711,115,1000,6,0,9,4,23,0,0
Lapsed,okay,Spain,17-02-2014,Master,7451,Single,1,1960,0,0,0,1,0,0.000843901,1,0,0,0,0.000446429,0,col,0,518,98777,0,125,19,38,711,115,1000,6,0,9,4,23,0,0
Lapsed,okay,Spain,05-02-2014,Master,7861,Married,4,1952,0,0,0,0,0,0.000658080,1,0,0,0,0,0,col,0,519,77027,0,45,57,11,242,0,820,3,2,6,8,23,0,1
Lapsed,okay,Spain,27-01-2014,Bachelor's Degree,5232,Married,4,1965,0,0,0,0,0,0.000590689,1,0,0,0,0,0,col,0,520,69139,0,33,12,6,75,15,86,1,1,5,4,23,0,1
Lapsed,okay,Saudi Arabia,27-01-2014,Bachelor's Degree,3011,Married,4,1965,0,0,0,0,0,0.000590689,1,0,0,0,0,0,col,0,521,69139,0,33,12,6,75,15,86,1,1,5,4,23,0,1
Lapsed,okay,Spain,14-01-2014,Bachelor's Degree,5758,Married,6,1982,1,1,1,0,1,0.000556771,1,0.000446429,0.000446429,0.000446429,0,0.000446429,col,0,522,65169,0,0,0,46,69,0,1074,4,1,13,10,23,1,0
Lapsed,okay,Spain,16-10-2013,Bachelor's Degree,2173,Widow,6,1952,0,0,0,0,0,0.000342159,1,0,0,0,0,0,col,0,523,40049,0,0,6,3,7,3,13,0,1,3,1,23,0,1
Lapsed,okay,Saudi Arabia,02-10-2013,Bachelor's Degree,10711,Married,1,1945,0,0,0,0,0,0.000595952,1,0,0,0,0,0,col,0,524,69755,0,111,77,93,373,23,217,6,1,12,3,23,0,0
Lapsed,okay,Canada,11-07-2013,PhD,8268,Married,6,1961,0,0,0,0,0,0.000479675,1,0,0,0,0,0,col,0,525,56145,0,10,0,15,27,0,352,1,3,7,6,23,0,1
Lapsed,okay,Spain,11-07-2013,PhD,2782,Married,6,1961,0,0,0,0,0,0.000465245,1,0,0,0,0,0,col,0,526,54456,0,10,0,15,27,0,352,1,3,7,6,23,0,1
Lapsed,okay,Saudi Arabia,02-06-2013,Bachelor's Degree,9432,Together,6,1977,0,0,0,0,0,0.005695661,1,0,0,0,0,0,col,0,527,666666,1,8,14,12,18,1,9,1,4,3,3,23,0,0
Lapsed,okay,USA,01-06-2013,Bachelor's Degree,5872,Single,3,1951,0,0,0,0,0,0.000518496,1,0,0,0,0,0,col,0,528,60689,0,63,90,24,216,6,240,4,4,10,4,23,0,1
Lapsed,okay,Canada,20-05-2013,Basic,11187,Single,5,1978,0,0,0,0,0,0.000226292,1,0,0,0,0,0,col,0,529,26487,1,12,8,23,10,14,2,1,3,3,2,23,0,0
Lapsed,okay,Germany,04-05-2013,Bachelor's Degree,2428,Married,7,1970,0,0,0,0,0,0.000240619,1,0,0,0,0,0,col,0,530,28164,1,11,18,12,26,8,3,0,3,4,2,23,0,0
Lapsed,okay,Spain,18-03-2013,Bachelor's Degree,1726,Single,9,1970,0,0,1,0,0,0.000192955,1,0,0,0.000446429,0,0,col,0,531,22585,0,13,9,39,15,2,3,1,1,2,1,23,1,0
Lapsed,okay,Spain,17-01-2013,Bachelor's Degree,1802,Married,2,1971,0,0,0,0,0,0.000553576,1,0,0,0,0,0,col,0,532,64795,0,38,5,77,119,29,412,3,3,12,3,23,0,1
Lapsed,okay,Spain,10-01-2013,PhD,1162,Single,5,1987,0,0,0,0,0,0.000358827,1,0,0,0,0,0,col,0,533,42000,0,85,83,35,267,59,124,2,2,11,5,23,1,0
